prompt,Q3_Health Problem,json_list,clusters,cluster_id,id
Q11_At-Risk Populations,Obesity,"['Black Women', 'Risk Factor: Black', 'Difficulty with Transportation', 'Prefer to stay home', 'Potential Concerns', 'Underprivileged More At Risk', 'Poverty', 'Limited Diet', 'More Middle-Aged Obese', 'Risk Factors in Middle Range', 'Risk Greater as You Age', 'I feel at greater risk', 'Age group middle-aged', 'Older People', '(A)', 'Parental Use of TV as Babysitter for Kids', 'Obesity', 'Bad Socioeconomic', 'Surviving but not thriving', 'Refugees - At Risk', 'Elderly with no Family', 'Community Risk Impact', 'Distance from Family', 'Diverse at-risk families', 'At-risk everywhere', '40-60 Year Olds', 'At Risk Population: Adults', 'At risk occupation', 'Mental Illness', 'Severe Mental Health is Vulnerable Population', 'Relationship Weight', 'Career Impacts', 'Gender Considerations', 'Elderly and Middle Aged', 'Low-Income', 'Latinos/Latin Americans', 'No At Risk Info', '01 11At-Risk Populations', 'Less At-Risk', 'Educational Attainment (Factor)', 'Under Educated as Risk Population', 'Education Improves Health', 'Poverty and Low Income', 'Spanish Speaking', 'Single/Double Parent', 'Economic Means', 'Older Populations', 'Active Lifestyle Beneficial', 'Culture and Customs Impact', 'Elderly', '50+', 'Low-Income', 'Lack of Knowledge', 'Eating based on Convenience', 'Senior Citizens', 'Broad Affects Different Groups', 'At risk groups', 'Age seen with virus', 'Children at risk', 'Elderly Most at Risk', 'Current Flu Season Focus', 'Kids are Most at Risk', 'Low Income Families and Homes are Most at Risk', 'No Flu Experience', 'Heavy Colds', 'No Extended Illness', 'Community Members', 'Not Gender Based', 'Lack of Income', 'Lower Income Individuals', 'Resource Limitations', 'Lower Income Groups at Risk', 'Lack of Healthy Food', 'Limited Financial Resources for Healthy Services', 'Low Income Neighborhoods', 'Inability to Exercise', 'Neglect of Sidewalks', 'Kids and pre-teens', 'Screens', 'Not going outside', 'Lower Income', 'Fresh Food More Expensive', 'More Likely to Buy Processed', 'Processed Food Over Healthy', 'Cost as Driver', 'Students', 'Parents Diet and Kids', 'Low Income', 'Poor Children', 'Poverty, Health Concerns', 'Poor Diet', 'No Fresh Food Access at Food Programs', 'Obesity Impacting Health', 'Co Workers', 'Poverty Range', 'At-Risk Groups: Low-Income Households', 'Vulnerable Population', 'Low-income Families', 'Cultural/ Ethnic Groups', 'Children Vulnerable due to Poverty', 'Certain groups may have higher rates', 'Economic Vulnerability', 'Not Active Kids Surprised', 'Screen and Devices', 'Health Decline Over Time', 'Inactive Lifestyle', 'Hispanic Obesity', 'Many Overweight Hispanics in the School System', 'Spanish Population']","['Risk Factor: Black', 'Prefer to stay home', 'Underprivileged More At Risk', 'Risk Factors in Middle Range', 'Risk Greater as You Age', 'I feel at greater risk', 'Age group middle-aged', 'Older People', 'Parental Use of TV as Babysitter for Kids', 'Refugees - At Risk', 'Elderly with no Family', 'Community Risk Impact', 'Diverse at-risk families', 'At-risk everywhere', '40-60 Year Olds', 'At Risk Population: Adults', 'At risk occupation', 'Elderly and Middle Aged', 'No At Risk Info', '01 11At-Risk Populations', 'Less At-Risk', 'Under Educated as Risk Population', 'Older Populations', 'Elderly', 'Senior Citizens', 'Broad Affects Different Groups', 'At risk groups', 'Age seen with virus', 'Children at risk', 'Elderly Most at Risk', 'Kids are Most at Risk', 'Low Income Families and Homes are Most at Risk', 'Lower Income Groups at Risk', 'Kids and pre-teens', 'More Likely to Buy Processed', 'At-Risk Groups: Low-Income Households', 'Certain groups may have higher rates']",1,Q11_Obe_1
Q11_At-Risk Populations,Obesity,"['Black Women', 'Risk Factor: Black', 'Difficulty with Transportation', 'Prefer to stay home', 'Potential Concerns', 'Underprivileged More At Risk', 'Poverty', 'Limited Diet', 'More Middle-Aged Obese', 'Risk Factors in Middle Range', 'Risk Greater as You Age', 'I feel at greater risk', 'Age group middle-aged', 'Older People', '(A)', 'Parental Use of TV as Babysitter for Kids', 'Obesity', 'Bad Socioeconomic', 'Surviving but not thriving', 'Refugees - At Risk', 'Elderly with no Family', 'Community Risk Impact', 'Distance from Family', 'Diverse at-risk families', 'At-risk everywhere', '40-60 Year Olds', 'At Risk Population: Adults', 'At risk occupation', 'Mental Illness', 'Severe Mental Health is Vulnerable Population', 'Relationship Weight', 'Career Impacts', 'Gender Considerations', 'Elderly and Middle Aged', 'Low-Income', 'Latinos/Latin Americans', 'No At Risk Info', '01 11At-Risk Populations', 'Less At-Risk', 'Educational Attainment (Factor)', 'Under Educated as Risk Population', 'Education Improves Health', 'Poverty and Low Income', 'Spanish Speaking', 'Single/Double Parent', 'Economic Means', 'Older Populations', 'Active Lifestyle Beneficial', 'Culture and Customs Impact', 'Elderly', '50+', 'Low-Income', 'Lack of Knowledge', 'Eating based on Convenience', 'Senior Citizens', 'Broad Affects Different Groups', 'At risk groups', 'Age seen with virus', 'Children at risk', 'Elderly Most at Risk', 'Current Flu Season Focus', 'Kids are Most at Risk', 'Low Income Families and Homes are Most at Risk', 'No Flu Experience', 'Heavy Colds', 'No Extended Illness', 'Community Members', 'Not Gender Based', 'Lack of Income', 'Lower Income Individuals', 'Resource Limitations', 'Lower Income Groups at Risk', 'Lack of Healthy Food', 'Limited Financial Resources for Healthy Services', 'Low Income Neighborhoods', 'Inability to Exercise', 'Neglect of Sidewalks', 'Kids and pre-teens', 'Screens', 'Not going outside', 'Lower Income', 'Fresh Food More Expensive', 'More Likely to Buy Processed', 'Processed Food Over Healthy', 'Cost as Driver', 'Students', 'Parents Diet and Kids', 'Low Income', 'Poor Children', 'Poverty, Health Concerns', 'Poor Diet', 'No Fresh Food Access at Food Programs', 'Obesity Impacting Health', 'Co Workers', 'Poverty Range', 'At-Risk Groups: Low-Income Households', 'Vulnerable Population', 'Low-income Families', 'Cultural/ Ethnic Groups', 'Children Vulnerable due to Poverty', 'Certain groups may have higher rates', 'Economic Vulnerability', 'Not Active Kids Surprised', 'Screen and Devices', 'Health Decline Over Time', 'Inactive Lifestyle', 'Hispanic Obesity', 'Many Overweight Hispanics in the School System', 'Spanish Population']","['Difficulty with Transportation', 'Potential Concerns', 'Poverty', 'Limited Diet', 'More Middle-Aged Obese', 'Obesity', 'Bad Socioeconomic', 'Surviving but not thriving', 'Distance from Family', 'Mental Illness', 'Severe Mental Health is Vulnerable Population', 'Relationship Weight', 'Career Impacts', 'Gender Considerations', 'Educational Attainment (Factor)', 'Education Improves Health', 'Economic Means', 'Active Lifestyle Beneficial', 'Culture and Customs Impact', 'Lack of Knowledge', 'Eating based on Convenience', 'Current Flu Season Focus', 'No Flu Experience', 'Heavy Colds', 'No Extended Illness', 'Not Gender Based', 'Lack of Income', 'Resource Limitations', 'Lack of Healthy Food', 'Limited Financial Resources for Healthy Services', 'Inability to Exercise', 'Neglect of Sidewalks', 'Not going outside', 'Fresh Food More Expensive', 'Processed Food Over Healthy', 'Cost as Driver', 'Parents Diet and Kids', 'Poor Children', 'Poverty, Health Concerns', 'Poor Diet', 'No Fresh Food Access at Food Programs', 'Obesity Impacting Health', 'Poverty Range', 'Vulnerable Population', 'Children Vulnerable due to Poverty', 'Economic Vulnerability', 'Not Active Kids Surprised', 'Health Decline Over Time', 'Inactive Lifestyle', 'Hispanic Obesity', 'Many Overweight Hispanics in the School System']",2,Q11_Obe_2
Q12_Risk Factors,Depression,"['Lack of Professional Help', 'Adverse Childhood Experience', 'Risk Factors for Depression', 'Bad Support System', 'Children with Depression', 'Isolation', 'Lack of Engagement', 'Social Media', 'COVID-19', 'Economy is Not Robust', 'Higher Prices', 'Delayed Delivery', 'Supply chain issues', 'Cost and Timing Effects', 'Covid as Risk Factor', 'Stressors lead to Anxiety', 'No Change Even With Right Perspective', 'Q12 - Life Style Factors', 'social media', 'Social Life for Teenagers', 'Peer Pressure', 'Social Media', 'Noxious Influence', 'Social Activities and Friends', 'Friends', 'And all that.', 'Risk Factors For Depression', 'Genetics', 'Parents Depression Susceptibility', 'Familial Risk', 'Family Time Significant', 'Distribution of Dinner Items', 'American Fork Characteristics', 'Older Neighborhoods', 'Housing Costs']","['Lack of Professional Help', 'Adverse Childhood Experience', 'Risk Factors for Depression', 'Children with Depression', 'Lack of Engagement', 'Supply chain issues', 'Covid as Risk Factor', 'Stressors lead to Anxiety', 'No Change Even With Right Perspective', 'Q12 - Life Style Factors', 'Social Life for Teenagers', 'Peer Pressure', 'Noxious Influence', 'Risk Factors For Depression', 'Parents Depression Susceptibility', 'Familial Risk', 'American Fork Characteristics']",0,Q12_Dep_0
Q12_Risk Factors,Depression,"['Lack of Professional Help', 'Adverse Childhood Experience', 'Risk Factors for Depression', 'Bad Support System', 'Children with Depression', 'Isolation', 'Lack of Engagement', 'Social Media', 'COVID-19', 'Economy is Not Robust', 'Higher Prices', 'Delayed Delivery', 'Supply chain issues', 'Cost and Timing Effects', 'Covid as Risk Factor', 'Stressors lead to Anxiety', 'No Change Even With Right Perspective', 'Q12 - Life Style Factors', 'social media', 'Social Life for Teenagers', 'Peer Pressure', 'Social Media', 'Noxious Influence', 'Social Activities and Friends', 'Friends', 'And all that.', 'Risk Factors For Depression', 'Genetics', 'Parents Depression Susceptibility', 'Familial Risk', 'Family Time Significant', 'Distribution of Dinner Items', 'American Fork Characteristics', 'Older Neighborhoods', 'Housing Costs']","['Economy is Not Robust', 'Higher Prices', 'Delayed Delivery', 'Cost and Timing Effects', 'Family Time Significant', 'Housing Costs']",1,Q12_Dep_1
Q12_Risk Factors,Depression,"['Lack of Professional Help', 'Adverse Childhood Experience', 'Risk Factors for Depression', 'Bad Support System', 'Children with Depression', 'Isolation', 'Lack of Engagement', 'Social Media', 'COVID-19', 'Economy is Not Robust', 'Higher Prices', 'Delayed Delivery', 'Supply chain issues', 'Cost and Timing Effects', 'Covid as Risk Factor', 'Stressors lead to Anxiety', 'No Change Even With Right Perspective', 'Q12 - Life Style Factors', 'social media', 'Social Life for Teenagers', 'Peer Pressure', 'Social Media', 'Noxious Influence', 'Social Activities and Friends', 'Friends', 'And all that.', 'Risk Factors For Depression', 'Genetics', 'Parents Depression Susceptibility', 'Familial Risk', 'Family Time Significant', 'Distribution of Dinner Items', 'American Fork Characteristics', 'Older Neighborhoods', 'Housing Costs']","['Bad Support System', 'Isolation', 'Social Media', 'COVID-19', 'social media', 'Social Media', 'Social Activities and Friends', 'Friends', 'And all that.', 'Genetics', 'Distribution of Dinner Items', 'Older Neighborhoods']",2,Q12_Dep_2
Q12_Risk Factors,Obesity,"['Economic Circumstances', 'Childhood Trauma', 'Addicting Food', 'No Risk Factors Mentioned', 'Lack of Healthy Food Access', 'Increasing Fast Food Options', 'Limited Food Choices', 'Risky behaviors ', 'New Development Area', 'Commuter Health Risks', 'Commercial Activity', 'Long Commute', 'Lack of Exercise', 'Physical Activity in New Developments', 'Limited Time due to Commuting', 'Unlikely Influence of Fast Food', 'Outdoor Fitness Parks, Tracks', 'Limited Activities', 'Individual Mindset', 'Pickleball Courts', 'Public Access', 'Limited Use', 'Drive and Safety', 'Individual Driving', 'Lower Socioeconomics', 'Commute Outside Community', 'Commuting Impacts', 'Time Constraints', 'Education is Key', 'Food Stamps Do Not Control Food Consumption', 'Buy cheaper and unhealthy food', 'Food and Nutrient Content', 'Little Outdoor Activity', 'See Doctor First', 'Indoor Events', 'Large number of sitting (eating) events', 'Limited Adults', 'Active Population of Vineyard', 'Poor Work-Life Balance as Risk Factor', 'Lack of First Hand Knowledge as Assumption', 'Sedentary Lifestyle', 'Mental Health', 'Lighting', 'Fast Food close by', 'More Places', '12_4_Lack of Street Lights', 'Easy to Be Sedentary', 'Snow', 'College', 'Insufficient Nutrition', 'Sedentary Lifestyle', 'Eating Out', 'Lack Of Education', 'Eating Out Risk Factor', 'Cheap, Fast Food', 'Likely with College Students', 'Fast Food is Convenience for College Students', 'Unhealthy Lifestyle', 'Physical Health Issues', 'Increase in Calories', 'Lack of Resources and Healthcare', 'Gym Membership Required', 'Health Issues Can be a Risk Factor', 'Eating Poorly & Not Exercising', 'Physical Health Factors', 'Low Income Population Affected', 'Lacking Resources: Education About Healthy Nutrition', 'Lack of Exercise', 'Lack of Sleep or Stress', 'Cost of Fresh Food is a Risk Factor', 'Parks and Walking Trails Not a Risk Factor', 'No Access to Obesity Risk Factors', 'Parks/Walking Trails accessible', 'Lack of Healthy Food', 'High Cost of Food', 'Decreased Activity', 'Transportation Options', 'Cold and Gloomy Weather', 'Unwalkable Community', 'Heavy Use of Bus/Car', 'Drug Issues Prevent Healthy Diet', 'Prefer to Spend on Drugs Than Food', 'More Fast Food Chains', 'Drug Issues and Money', 'Easy Access to Fast Food', 'Lack of Financial Resources', 'Prioritization of Other Commodities', 'Income & Healthy Foods', 'Recreation Center Cost Prohibitive', 'Income Level as Factor', 'Local Rec Center', 'Wasting Money with No Equipment', 'Poor Dietary Choices', 'Individual Behaviors', 'Physical Environment', 'Fast Food', 'Lack of Wealth', 'Social Factors', 'Local Food Chains', 'Difficulty Affording Athletics', 'Cultural Considerations', 'Poor Nutrition', 'Other Barriers', 'Reduced Activity', 'Young Age', 'Cultural Norm', 'Lack of Physical Activity', 'Less Exercise']","['Long Commute', 'Outdoor Fitness Parks, Tracks', 'Drive and Safety', 'Lighting', '12_4_Lack of Street Lights', 'Snow', 'Parks/Walking Trails accessible', 'Cold and Gloomy Weather', 'Heavy Use of Bus/Car', 'Drug Issues and Money']",0,Q12_Obe_0
Q12_Risk Factors,Obesity,"['Economic Circumstances', 'Childhood Trauma', 'Addicting Food', 'No Risk Factors Mentioned', 'Lack of Healthy Food Access', 'Increasing Fast Food Options', 'Limited Food Choices', 'Risky behaviors ', 'New Development Area', 'Commuter Health Risks', 'Commercial Activity', 'Long Commute', 'Lack of Exercise', 'Physical Activity in New Developments', 'Limited Time due to Commuting', 'Unlikely Influence of Fast Food', 'Outdoor Fitness Parks, Tracks', 'Limited Activities', 'Individual Mindset', 'Pickleball Courts', 'Public Access', 'Limited Use', 'Drive and Safety', 'Individual Driving', 'Lower Socioeconomics', 'Commute Outside Community', 'Commuting Impacts', 'Time Constraints', 'Education is Key', 'Food Stamps Do Not Control Food Consumption', 'Buy cheaper and unhealthy food', 'Food and Nutrient Content', 'Little Outdoor Activity', 'See Doctor First', 'Indoor Events', 'Large number of sitting (eating) events', 'Limited Adults', 'Active Population of Vineyard', 'Poor Work-Life Balance as Risk Factor', 'Lack of First Hand Knowledge as Assumption', 'Sedentary Lifestyle', 'Mental Health', 'Lighting', 'Fast Food close by', 'More Places', '12_4_Lack of Street Lights', 'Easy to Be Sedentary', 'Snow', 'College', 'Insufficient Nutrition', 'Sedentary Lifestyle', 'Eating Out', 'Lack Of Education', 'Eating Out Risk Factor', 'Cheap, Fast Food', 'Likely with College Students', 'Fast Food is Convenience for College Students', 'Unhealthy Lifestyle', 'Physical Health Issues', 'Increase in Calories', 'Lack of Resources and Healthcare', 'Gym Membership Required', 'Health Issues Can be a Risk Factor', 'Eating Poorly & Not Exercising', 'Physical Health Factors', 'Low Income Population Affected', 'Lacking Resources: Education About Healthy Nutrition', 'Lack of Exercise', 'Lack of Sleep or Stress', 'Cost of Fresh Food is a Risk Factor', 'Parks and Walking Trails Not a Risk Factor', 'No Access to Obesity Risk Factors', 'Parks/Walking Trails accessible', 'Lack of Healthy Food', 'High Cost of Food', 'Decreased Activity', 'Transportation Options', 'Cold and Gloomy Weather', 'Unwalkable Community', 'Heavy Use of Bus/Car', 'Drug Issues Prevent Healthy Diet', 'Prefer to Spend on Drugs Than Food', 'More Fast Food Chains', 'Drug Issues and Money', 'Easy Access to Fast Food', 'Lack of Financial Resources', 'Prioritization of Other Commodities', 'Income & Healthy Foods', 'Recreation Center Cost Prohibitive', 'Income Level as Factor', 'Local Rec Center', 'Wasting Money with No Equipment', 'Poor Dietary Choices', 'Individual Behaviors', 'Physical Environment', 'Fast Food', 'Lack of Wealth', 'Social Factors', 'Local Food Chains', 'Difficulty Affording Athletics', 'Cultural Considerations', 'Poor Nutrition', 'Other Barriers', 'Reduced Activity', 'Young Age', 'Cultural Norm', 'Lack of Physical Activity', 'Less Exercise']","['Economic Circumstances', 'Childhood Trauma', 'Risky behaviors ', 'New Development Area', 'Commercial Activity', 'Physical Activity in New Developments', 'Limited Time due to Commuting', 'Limited Activities', 'Individual Mindset', 'Pickleball Courts', 'Public Access', 'Limited Use', 'Individual Driving', 'Lower Socioeconomics', 'Commute Outside Community', 'Commuting Impacts', 'Time Constraints', 'Education is Key', 'Little Outdoor Activity', 'See Doctor First', 'Indoor Events', 'Limited Adults', 'Active Population of Vineyard', 'Sedentary Lifestyle', 'Mental Health', 'More Places', 'Easy to Be Sedentary', 'College', 'Sedentary Lifestyle', 'Lack Of Education', 'Likely with College Students', 'Gym Membership Required', 'Low Income Population Affected', 'Decreased Activity', 'Transportation Options', 'Unwalkable Community', 'Prioritization of Other Commodities', 'Recreation Center Cost Prohibitive', 'Income Level as Factor', 'Local Rec Center', 'Individual Behaviors', 'Physical Environment', 'Social Factors', 'Cultural Considerations', 'Other Barriers', 'Reduced Activity', 'Young Age', 'Cultural Norm', 'Lack of Physical Activity', 'Less Exercise']",1,Q12_Obe_1
Q12_Risk Factors,Obesity,"['Economic Circumstances', 'Childhood Trauma', 'Addicting Food', 'No Risk Factors Mentioned', 'Lack of Healthy Food Access', 'Increasing Fast Food Options', 'Limited Food Choices', 'Risky behaviors ', 'New Development Area', 'Commuter Health Risks', 'Commercial Activity', 'Long Commute', 'Lack of Exercise', 'Physical Activity in New Developments', 'Limited Time due to Commuting', 'Unlikely Influence of Fast Food', 'Outdoor Fitness Parks, Tracks', 'Limited Activities', 'Individual Mindset', 'Pickleball Courts', 'Public Access', 'Limited Use', 'Drive and Safety', 'Individual Driving', 'Lower Socioeconomics', 'Commute Outside Community', 'Commuting Impacts', 'Time Constraints', 'Education is Key', 'Food Stamps Do Not Control Food Consumption', 'Buy cheaper and unhealthy food', 'Food and Nutrient Content', 'Little Outdoor Activity', 'See Doctor First', 'Indoor Events', 'Large number of sitting (eating) events', 'Limited Adults', 'Active Population of Vineyard', 'Poor Work-Life Balance as Risk Factor', 'Lack of First Hand Knowledge as Assumption', 'Sedentary Lifestyle', 'Mental Health', 'Lighting', 'Fast Food close by', 'More Places', '12_4_Lack of Street Lights', 'Easy to Be Sedentary', 'Snow', 'College', 'Insufficient Nutrition', 'Sedentary Lifestyle', 'Eating Out', 'Lack Of Education', 'Eating Out Risk Factor', 'Cheap, Fast Food', 'Likely with College Students', 'Fast Food is Convenience for College Students', 'Unhealthy Lifestyle', 'Physical Health Issues', 'Increase in Calories', 'Lack of Resources and Healthcare', 'Gym Membership Required', 'Health Issues Can be a Risk Factor', 'Eating Poorly & Not Exercising', 'Physical Health Factors', 'Low Income Population Affected', 'Lacking Resources: Education About Healthy Nutrition', 'Lack of Exercise', 'Lack of Sleep or Stress', 'Cost of Fresh Food is a Risk Factor', 'Parks and Walking Trails Not a Risk Factor', 'No Access to Obesity Risk Factors', 'Parks/Walking Trails accessible', 'Lack of Healthy Food', 'High Cost of Food', 'Decreased Activity', 'Transportation Options', 'Cold and Gloomy Weather', 'Unwalkable Community', 'Heavy Use of Bus/Car', 'Drug Issues Prevent Healthy Diet', 'Prefer to Spend on Drugs Than Food', 'More Fast Food Chains', 'Drug Issues and Money', 'Easy Access to Fast Food', 'Lack of Financial Resources', 'Prioritization of Other Commodities', 'Income & Healthy Foods', 'Recreation Center Cost Prohibitive', 'Income Level as Factor', 'Local Rec Center', 'Wasting Money with No Equipment', 'Poor Dietary Choices', 'Individual Behaviors', 'Physical Environment', 'Fast Food', 'Lack of Wealth', 'Social Factors', 'Local Food Chains', 'Difficulty Affording Athletics', 'Cultural Considerations', 'Poor Nutrition', 'Other Barriers', 'Reduced Activity', 'Young Age', 'Cultural Norm', 'Lack of Physical Activity', 'Less Exercise']","['Addicting Food', 'No Risk Factors Mentioned', 'Lack of Healthy Food Access', 'Increasing Fast Food Options', 'Limited Food Choices', 'Commuter Health Risks', 'Lack of Exercise', 'Unlikely Influence of Fast Food', 'Food Stamps Do Not Control Food Consumption', 'Buy cheaper and unhealthy food', 'Food and Nutrient Content', 'Large number of sitting (eating) events', 'Poor Work-Life Balance as Risk Factor', 'Lack of First Hand Knowledge as Assumption', 'Fast Food close by', 'Insufficient Nutrition', 'Eating Out', 'Eating Out Risk Factor', 'Cheap, Fast Food', 'Fast Food is Convenience for College Students', 'Unhealthy Lifestyle', 'Physical Health Issues', 'Increase in Calories', 'Lack of Resources and Healthcare', 'Health Issues Can be a Risk Factor', 'Eating Poorly & Not Exercising', 'Physical Health Factors', 'Lacking Resources: Education About Healthy Nutrition', 'Lack of Exercise', 'Lack of Sleep or Stress', 'Cost of Fresh Food is a Risk Factor', 'Parks and Walking Trails Not a Risk Factor', 'No Access to Obesity Risk Factors', 'Lack of Healthy Food', 'High Cost of Food', 'Drug Issues Prevent Healthy Diet', 'Prefer to Spend on Drugs Than Food', 'More Fast Food Chains', 'Easy Access to Fast Food', 'Lack of Financial Resources', 'Income & Healthy Foods', 'Wasting Money with No Equipment', 'Poor Dietary Choices', 'Fast Food', 'Lack of Wealth', 'Local Food Chains', 'Difficulty Affording Athletics', 'Poor Nutrition']",2,Q12_Obe_2
Q13_Root Cause,Depression,"['Cultural Factors', 'Lack of Professional Treatment', 'Religious Leaders Used in Mental Health Treatment', 'Q12_Mental Health Treatment', 'Change in Environments', 'May Cause Flu', 'Societal Impact', 'A Lack of Community', 'No Looking Out For Others', ""I Don't Know"", 'Chemical Imbalance', 'Depression may be Chemistry', 'Biological basis of Depression', 'Bad Home Life', 'Parents Fighting', 'Social Influence', 'Biology', 'Negative Influence', 'Good Influences Lead to Good Mental Health', 'Disparities in Community', 'Learned Behaviors', 'Competition among Younger Children', 'Increased Access to Tech at an Early Age', 'Too Much, Unlimited Internet Access', 'Lack of Supervision', 'Kids getting phones at a young age', 'Early Smartphone Access', 'Social Media', 'Increased Income Differences', 'LDS Culture of Comparison', 'Members of LDS Struggle to Measure up', 'Surrounding People', 'Better Friends Lead to Better Mental Health', 'Social Circles', 'Depression Correlation', 'Social Impact on Diagnosis', 'People you surround yourself with and associate with (big impact)', 'Affluence as Cause', 'We see the perfectionism', 'Others on Facebook']","['Lack of Professional Treatment', 'Change in Environments', 'A Lack of Community', 'No Looking Out For Others', 'Disparities in Community', 'Competition among Younger Children', 'Increased Access to Tech at an Early Age', 'Lack of Supervision', 'Increased Income Differences', 'LDS Culture of Comparison', 'Members of LDS Struggle to Measure up', 'We see the perfectionism']",0,Q13_Dep_0
Q13_Root Cause,Depression,"['Cultural Factors', 'Lack of Professional Treatment', 'Religious Leaders Used in Mental Health Treatment', 'Q12_Mental Health Treatment', 'Change in Environments', 'May Cause Flu', 'Societal Impact', 'A Lack of Community', 'No Looking Out For Others', ""I Don't Know"", 'Chemical Imbalance', 'Depression may be Chemistry', 'Biological basis of Depression', 'Bad Home Life', 'Parents Fighting', 'Social Influence', 'Biology', 'Negative Influence', 'Good Influences Lead to Good Mental Health', 'Disparities in Community', 'Learned Behaviors', 'Competition among Younger Children', 'Increased Access to Tech at an Early Age', 'Too Much, Unlimited Internet Access', 'Lack of Supervision', 'Kids getting phones at a young age', 'Early Smartphone Access', 'Social Media', 'Increased Income Differences', 'LDS Culture of Comparison', 'Members of LDS Struggle to Measure up', 'Surrounding People', 'Better Friends Lead to Better Mental Health', 'Social Circles', 'Depression Correlation', 'Social Impact on Diagnosis', 'People you surround yourself with and associate with (big impact)', 'Affluence as Cause', 'We see the perfectionism', 'Others on Facebook']","['Q12_Mental Health Treatment', ""I Don't Know"", 'Chemical Imbalance', 'Depression may be Chemistry', 'Biological basis of Depression', 'Biology']",1,Q13_Dep_1
Q13_Root Cause,Depression,"['Cultural Factors', 'Lack of Professional Treatment', 'Religious Leaders Used in Mental Health Treatment', 'Q12_Mental Health Treatment', 'Change in Environments', 'May Cause Flu', 'Societal Impact', 'A Lack of Community', 'No Looking Out For Others', ""I Don't Know"", 'Chemical Imbalance', 'Depression may be Chemistry', 'Biological basis of Depression', 'Bad Home Life', 'Parents Fighting', 'Social Influence', 'Biology', 'Negative Influence', 'Good Influences Lead to Good Mental Health', 'Disparities in Community', 'Learned Behaviors', 'Competition among Younger Children', 'Increased Access to Tech at an Early Age', 'Too Much, Unlimited Internet Access', 'Lack of Supervision', 'Kids getting phones at a young age', 'Early Smartphone Access', 'Social Media', 'Increased Income Differences', 'LDS Culture of Comparison', 'Members of LDS Struggle to Measure up', 'Surrounding People', 'Better Friends Lead to Better Mental Health', 'Social Circles', 'Depression Correlation', 'Social Impact on Diagnosis', 'People you surround yourself with and associate with (big impact)', 'Affluence as Cause', 'We see the perfectionism', 'Others on Facebook']","['Cultural Factors', 'Religious Leaders Used in Mental Health Treatment', 'May Cause Flu', 'Societal Impact', 'Bad Home Life', 'Parents Fighting', 'Social Influence', 'Negative Influence', 'Good Influences Lead to Good Mental Health', 'Learned Behaviors', 'Too Much, Unlimited Internet Access', 'Kids getting phones at a young age', 'Early Smartphone Access', 'Social Media', 'Surrounding People', 'Better Friends Lead to Better Mental Health', 'Social Circles', 'Depression Correlation', 'Social Impact on Diagnosis', 'People you surround yourself with and associate with (big impact)', 'Affluence as Cause', 'Others on Facebook']",2,Q13_Dep_2
