row,id,prompt,answer,label_json
8,ts9_8,"Excellent. And there's just two last things. So if you'd like to receive a copy of the research findings, I can send those to you after the studies completed and send those to your email address.","Yeah, that's fine. I know my wife is involved as well so she'll probably get a copy as well. So yeah, send them to me anyway.","[{'Original_Text': ""Yeah, that's fine."", 'Code': 'Willingness to Receive', 'Topic': 'Receive Results', 'Keywords': ['Willingness', 'Results']}, {'Original_Text': ""I know my wife is involved as well so she'll probably get a copy as well."", 'Code': 'Spouse or Close Relative Involved', 'Topic': 'Significant Others', 'Keywords': ['Close Relative', 'Involved']}, {'Original_Text': 'So yeah, send them to me anyway.', 'Code': 'Send Results to Me', 'Topic': 'Results Address', 'Keywords': ['Results', 'Address']}]"
11,ts9_11,"Yeah, and it's two sets of twins it looks like?","Yeah. That's correct, yeah.","[{'Original_Text': ""Yeah, absolutely. So, we've got a little girl, who's just had her second birthday."", 'Code': 'Daughter', 'Topic': ""Child's Identity"", 'Keywords': ['Daughter', 'Age']}]"
0,ts9_0,"Now so we can get started by doing a kind of a consent process. So I'm going to read you a series of statements and I'll just have you Say yes, I agree to them, or no, I don't.","Alright, Okay.","[{'Original_Text': 'Alright, Okay.', 'Code': 'Participant Agreement to Project', 'Topic': 'Informed Consent', 'Keywords': ['Consent', 'Participation']}]"
1,ts9_1,"Alright, so the first statement is I confirm that I have read the information sheet for this study. I've had the opportunity to consider the information asked questions and have had these questions answered satisfactorily.",Yeah I agree,"[{'Original_Text': 'I confirm that I have read the information sheet for this study.', 'Code': 'Information Sheet Read', 'Topic': 'Study Participation', 'Keywords': ['Confirmation', 'Information', 'Read']}, {'Original_Text': ""I've had the opportunity to consider the information asked questions and have had these questions answered satisfactorily."", 'Code': 'Opportunity to Ask Questions', 'Topic': 'Study Participation', 'Keywords': ['Questions', 'Answered']}, {'Original_Text': 'Yeah I agree.', 'Code': 'Confirmation', 'Topic': 'Study Participation', 'Keywords': ['Confirmation']}]"
2,ts9_2,"I understand that my participation is voluntary, and that I am free to withdraw at any time without giving any reason. I also understand that I can decline to answer any questions during the interview.",I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Agree.', 'Topic': 'Agreement to Consent', 'Keywords': []}]"
6,ts9_6,"I understand that direct quotations may be taken from what I say and use in research or publications, but I will not be identifiable from these quotations.",I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Legal Rights Informed', 'Topic': 'Informed Consent', 'Keywords': []}]"
7,ts9_7,And I agree to take part in this study.,"Yeah, I agree.","[{'Original_Text': 'Yeah, I agree.', 'Code': 'I agree', 'Topic': 'Consent', 'Keywords': ['Consent']}]"
8,ts9_8,"Excellent. And there's just two last things. So if you'd like to receive a copy of the research findings, I can send those to you after the studies completed and send those to your email address.","Yeah, that's fine. I know my wife is involved as well so she'll probably get a copy as well. So yeah, send them to me anyway.","[{'Original_Text': ""Yeah, that's fine."", 'Code': '_', 'Topic': '_', 'Keywords': []}, {'Original_Text': ""I know my wife is involved as well so she'll probably get a copy as well. So yeah, send them to me anyway."", 'Code': '_', 'Topic': '_', 'Keywords': []}]"
10,ts9_10,"Alright, Excellent. So thank you very much for that. That's all that out of the way. So you have four children. Is that right?","Yeah, I've got four.","[{'Original_Text': ""I've got four."", 'Code': 'Parents Have Children', 'Topic': 'Family Size', 'Keywords': ['Number Children']}]"
11,ts9_11,"Yeah, and it's two sets of twins it looks like?","Yeah. That's correct, yeah.","[{'Original_Text': ""Yeah. That's correct, yeah."", 'Code': 'Twins', 'Topic': ""Child's Development"", 'Keywords': ['Twins']}, {'Original_Text': 'It looks like?', 'Code': 'Twins?', 'Topic': 'Assumptions', 'Keywords': ['Twins', 'Appearance']}]"
13,ts9_13,Yeah with four children I think you would need a decent sized garden. I cant imagine it would work any other way.,No,"[{'Original_Text': 'I think you would need a decent sized garden.', 'Code': 'Necessary Space', 'Topic': 'Garden Space Necessary', 'Keywords': ['Space', 'Garden Space']}, {'Original_Text': 'I cant imagine it would work any other way.', 'Code': 'Space Essential', 'Topic': 'Space is Essential', 'Keywords': ['Space', 'Essential']}]"
0,ts9_0,"Now so we can get started by doing a kind of a consent process. So I'm going to read you a series of statements and I'll just have you Say yes, I agree to them, or no, I don't.","Alright, Okay.","[{'Original_Text': ""Interviewer: Now so we can get started by doing a kind of a consent process.\n  Interviewer: So I'm going to read you a series of statements and I'll just have you Say yes, I agree to them, or no, I don't."", 'Code': 'Consent Read Question', 'Topic': 'Consent', 'Keywords': ['Agreement']}]"
1,ts9_1,"Alright, so the first statement is I confirm that I have read the information sheet for this study. I've had the opportunity to consider the information asked questions and have had these questions answered satisfactorily.",Yeah I agree,"[{'Original_Text': 'Yeah I agree', 'Code': 'Agreement With Statement', 'Topic': 'Statement Agreement', 'Keywords': ['Agreement', 'Statement']}]"
2,ts9_2,"I understand that my participation is voluntary, and that I am free to withdraw at any time without giving any reason. I also understand that I can decline to answer any questions during the interview.",I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Subject Agreement', 'Topic': 'Agreement', 'Keywords': ['Agreement', 'Participant']}]"
4,ts9_4,Understand that information collected during the interview may be shared with other researchers for use in future researcher teaching purposes and that the data will be thoroughly anonymized first,I agree,"[{'Original_Text': 'I agree', 'Code': 'Informed Consent Granted', 'Topic': 'Ethics', 'Keywords': ['Consent', 'Agreed']}]"
6,ts9_6,"I understand that direct quotations may be taken from what I say and use in research or publications, but I will not be identifiable from these quotations.",I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Agree to Quotation', 'Topic': 'Direct Quotations', 'Keywords': ['Quotation', 'Consent']}]"
7,ts9_7,And I agree to take part in this study.,"Yeah, I agree.","[{'Original_Text': 'Yeah, I agree.', 'Code': 'Participation Agreement', 'Topic': 'Agreement', 'Keywords': ['Agreement']}]"
9,ts9_9,Excellent. Yep. I can do that. So that'll be in August of this year once the project is completed. And I can also mail you a hard copy of all the study documents if you'd like. Or if you prefer email that's fine too.,Email is fine,"[{'Original_Text': 'Email is fine', 'Code': 'Mail Survey Report', 'Topic': 'Contact Method', 'Keywords': ['Mail', 'Survey Report']}]"
10,ts9_10,"Alright, Excellent. So thank you very much for that. That's all that out of the way. So you have four children. Is that right?","Yeah, I've got four.","[{'Original_Text': ""Yeah, I've got four."", 'Code': 'Has 4 Children', 'Topic': 'Number of Children', 'Keywords': ['Children', 'Number']}]"
13,ts9_13,Yeah with four children I think you would need a decent sized garden. I cant imagine it would work any other way.,No,"[{'Original_Text': 'I cant imagine it would work any other way', 'Code': 'No Other Way', 'Topic': 'Garden Space', 'Keywords': ['Space', 'Garden', 'Only Way']}, {'Original_Text': 'With four children I think you would need a decent sized garden. I cant imagine it would work any other way.', 'Code': 'No Other Way', 'Topic': 'Garden Space', 'Keywords': ['Space', 'Garden', 'Only Way']}]"
1,ts9_1,"Alright, so the first statement is I confirm that I have read the information sheet for this study. I've had the opportunity to consider the information asked questions and have had these questions answered satisfactorily.",Yeah I agree,"[{'Original_Text': ""I confirm that I have read the information sheet for this study. I've had the opportunity to consider the information asked questions andhave had these questions answered satisfactorily."", 'Code': 'Participant confirmed all information received', 'Topic': 'Participant Responsibilities', 'Keywords': ['Informed Consent', 'Documentation']}, {'Original_Text': 'Yeah, I agree. ', 'Code': 'Participant agreed to participation', 'Topic': 'Participant Responsibilities', 'Keywords': ['Agreement', 'Participation']}]"
4,ts9_4,Understand that information collected during the interview may be shared with other researchers for use in future researcher teaching purposes and that the data will be thoroughly anonymized first,I agree,"[{'Original_Text': 'I agree', 'Code': 'Informed Consent', 'Topic': 'Informed Consent', 'Keywords': ['Consent', 'Understand']}]"
6,ts9_6,"I understand that direct quotations may be taken from what I say and use in research or publications, but I will not be identifiable from these quotations.",I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Agreement', 'Topic': 'Consent', 'Keywords': ['Consent', 'Participant']}]"
7,ts9_7,And I agree to take part in this study.,"Yeah, I agree.","[{'Original_Text': 'And I agree to take part in this study.', 'Code': '', 'Topic': '', 'Keywords': []}, {'Original_Text': 'Yeah, I agree.', 'Code': '', 'Topic': '', 'Keywords': []}]"
15,ts9_15,"Yeah, sure. Um, so if one of your children were starting to get the flu. What symptoms would you expect to see in them?","Probably just generally off color, not acting themselves. Maybe a bit grumpy and tired, lethargic and and along with that complaining of aches and pains. And you know, generally not wanting to do anything that they normally want to do.","[{'Original_Text': 'Probably just generally off color, not acting themselves.', 'Code': 'Lethargic, Off Color', 'Topic': 'Symptoms', 'Keywords': ['Sick Symptoms']}, {'Original_Text': 'Maybe a bit grumpy and tired', 'Code': 'Grumpy, Tired', 'Topic': 'Symptoms', 'Keywords': ['Sick Symptoms']}, {'Original_Text': 'along with that complaining of aches and pains.', 'Code': 'Aches and Pains', 'Topic': 'Symptoms', 'Keywords': ['Sick Symptoms']}, {'Original_Text': 'And you know generally not wanting to do anything that they normally want to do.', 'Code': 'Not Wanting to do Normal Things', 'Topic': 'Symptoms', 'Keywords': ['Sick Symptoms']}]"
1,ts9_1,"Alright, so the first statement is I confirm that I have read the information sheet for this study. I've had the opportunity to consider the information asked questions and have had these questions answered satisfactorily.",Yeah I agree,"[{'Original_Text': 'Yeah I agree', 'Code': 'I agree', 'Topic': 'Informed Consent', 'Keywords': ['Consent']}]"
3,ts9_3,I understand the information collected during my interview may be looked at by other researchers from Newcastle University who are working on or assisting with this study. I give permission for these individuals to have access to this information.,I agree,"[{'Original_Text': 'Yes', 'Code': 'Yes', 'Topic': 'Permission', 'Keywords': ['Yes']}]"
6,ts9_6,"I understand that direct quotations may be taken from what I say and use in research or publications, but I will not be identifiable from these quotations.",I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Interview Agreement', 'Topic': 'Understanding Consent Language', 'Keywords': ['Agreement', 'Consent']}]"
7,ts9_7,And I agree to take part in this study.,"Yeah, I agree.","[{'Original_Text': 'Yeah, I agree.', 'Code': 'Informed Assent', 'Topic': 'Informed Decision', 'Keywords': []}]"
8,ts9_8,"Excellent. And there's just two last things. So if you'd like to receive a copy of the research findings, I can send those to you after the studies completed and send those to your email address.","Yeah, that's fine. I know my wife is involved as well so she'll probably get a copy as well. So yeah, send them to me anyway.","[{'Original_Text': ""Yeah, that's fine."", 'Code': 'Willing to Participate with Wife', 'Topic': 'Social Involvement', 'Keywords': ['Wife', 'Involvement']}, {'Original_Text': ""I know my wife is involved as well so she'll probably get a copy"", 'Code': 'Partner Involvement in Research is Considered', 'Topic': 'Partner Research Involvement', 'Keywords': ['Wife', 'Reseacher involvement']}, {'Original_Text': 'So send them to me anyway.', 'Code': 'Researcher sends findings to Participant at conclusion of Project', 'Topic': 'Final Contact with Researcher', 'Keywords': ['Researcher', 'Findings']}]"
9,ts9_9,Excellent. Yep. I can do that. So that'll be in August of this year once the project is completed. And I can also mail you a hard copy of all the study documents if you'd like. Or if you prefer email that's fine too.,Email is fine,"[{'Original_Text': 'Email is fine', 'Code': 'Email is fine', 'Topic': 'Contact method', 'Keywords': ['Email', 'method']}]"
10,ts9_10,"Alright, Excellent. So thank you very much for that. That's all that out of the way. So you have four children. Is that right?","Yeah, I've got four.","[{'Original_Text': ""Yeah, I've got four."", 'Code': '4 Children', 'Topic': 'Children', 'Keywords': ['Number', 'Age', 'Children']}]"
12,ts9_12,"So two of your children or seven and two are four. Is that right, that's right, yeah. So how are they doing with, you know, all of them being at home these days?","They haven't strangled each other yet which I'm considering a plus point. For the most part they're alright because they have siblings to play with and stuff. They kind of, you know, they're not suffering from any kind of loneliness, which I'm thinking some of their are. I think sometimes just want to get away from each other. We've got quite a big garden and a decent sized house so it's going okay.","[{'Original_Text': ""They haven't strangled each other yet"", 'Code': 'No Incidences of Violence', 'Topic': 'Child Health', 'Keywords': ['Violence', 'Incidents']}, {'Original_Text': ""For the most part they're alright because they have siblings to play with and stuff"", 'Code': 'Having Siblings as an Advantage', 'Topic': 'Child Health', 'Keywords': ['Siblings', 'Advantage']}, {'Original_Text': ""We've got quite a big garden and a decent sized house so it's going okay."", 'Code': 'Having Large Living Space is an Advantage', 'Topic': 'Child Health', 'Keywords': ['Large Space', 'Advantage']}]"
0,ts9_0,"Now so we can get started by doing a kind of a consent process. So I'm going to read you a series of statements and I'll just have you Say yes, I agree to them, or no, I don't.","Alright, Okay.","[{'Original_Text': 'Now so we can get started by doing a kind of a consent process.', 'Code': 'Starting Consent Process', 'Topic': 'Consent Process', 'Keywords': ['Consent']}, {'Original_Text': ""I'm going to read you a series of statements and I'll just have you Say yes, I agree to them, or no, I don't"", 'Code': 'Reading Consent Stmt', 'Topic': 'Consent Process', 'Keywords': ['Consent']}]"
1,ts9_1,"Alright, so the first statement is I confirm that I have read the information sheet for this study. I've had the opportunity to consider the information asked questions and have had these questions answered satisfactorily.",Yeah I agree,"[{'Original_Text': ""Alright, so the first statement is I confirm that I have read the information sheet for this study. I've had the opportunity to consider the information asked questions and have had these questions answered satisfactorily."", 'Code': 'I confirm the information', 'Topic': 'Informed Consent', 'Keywords': ['Reading', 'Satisfaction']}, {'Original_Text': 'Yeah I agree', 'Code': 'Agree with Statement', 'Topic': 'Informed Consent', 'Keywords': ['Agree', 'Confirm']}]"
2,ts9_2,"I understand that my participation is voluntary, and that I am free to withdraw at any time without giving any reason. I also understand that I can decline to answer any questions during the interview.",I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Agreement', 'Topic': 'Agreement', 'Keywords': ['Interview Participation']}]"
4,ts9_4,Understand that information collected during the interview may be shared with other researchers for use in future researcher teaching purposes and that the data will be thoroughly anonymized first,I agree,"[{'Original_Text': 'Agree', 'Code': 'Agreed_to_Data_Sharing', 'Topic': 'Participation', 'Keywords': ['Data Sharing']}]"
6,ts9_6,"I understand that direct quotations may be taken from what I say and use in research or publications, but I will not be identifiable from these quotations.",I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Affirmation', 'Topic': 'Consent', 'Keywords': ['Affirmation', 'Consent']}]"
7,ts9_7,And I agree to take part in this study.,"Yeah, I agree.","[{'Original_Text': 'And I agree to take part in this study.', 'Code': 'Agreeing to Participate', 'Topic': 'Participation', 'Keywords': ['Participation', 'Study']}, {'Original_Text': 'Yeah, I agree.', 'Code': 'Agreement to Participate', 'Topic': 'Participation', 'Keywords': ['Participation', 'Study']}]"
8,ts9_8,"Excellent. And there's just two last things. So if you'd like to receive a copy of the research findings, I can send those to you after the studies completed and send those to your email address.","Yeah, that's fine. I know my wife is involved as well so she'll probably get a copy as well. So yeah, send them to me anyway.","[{'Original_Text': 'Yeah, that’s fine.', 'Code': 'Okay!', 'Topic': 'Participant Participation', 'Keywords': ['Okay!', 'Permission']}, {'Original_Text': 'I know my wife is involved as well', 'Code': 'Wife Participation', 'Topic': 'Family Member Participation', 'Keywords': ['Wife', 'Participation']}, {'Original_Text': 'So yeah, send them to me anyway', 'Code': 'Send Data', 'Topic': 'Sharing Data', 'Keywords': ['Send Data', 'Data Sharing']}]"
9,ts9_9,Excellent. Yep. I can do that. So that'll be in August of this year once the project is completed. And I can also mail you a hard copy of all the study documents if you'd like. Or if you prefer email that's fine too.,Email is fine,"[{'Original_Text': 'Email is fine.', 'Code': 'Willing to participate in the follow-up study', 'Topic': 'Participation', 'Keywords': ['Email', 'Follow-Up Study', 'Informed Consent', 'Willingness', 'Request']}]"
11,ts9_11,"Yeah, and it's two sets of twins it looks like?","Yeah. That's correct, yeah.","[{'Original_Text': ""Yeah. That's correct, yeah"", 'Code': '[NONE]', 'Topic': 'Information Availability', 'Keywords': ['Twins', 'Age']}]"
13,ts9_13,Yeah with four children I think you would need a decent sized garden. I cant imagine it would work any other way.,No,"[{'Original_Text': 'I think you would need a decent sized garden', 'Code': 'Need Space to Move around a lot', 'Topic': 'Space Requirements', 'Keywords': ['Space', 'Free Area', 'Children']}, {'Original_Text': ""I can't imagine it would work any other way."", 'Code': 'Impossible to Manage', 'Topic': 'Space Requirements', 'Keywords': ['Garden', 'Space Requirements', 'Management']}]"
15,ts9_15,"Yeah, sure. Um, so if one of your children were starting to get the flu. What symptoms would you expect to see in them?","Probably just generally off color, not acting themselves. Maybe a bit grumpy and tired, lethargic and and along with that complaining of aches and pains. And you know, generally not wanting to do anything that they normally want to do.","[{'Original_Text': 'Probably just generally off color, not acting themselves.', 'Code': 'Sickness', 'Topic': 'Symptoms', 'Keywords': ['Symptoms', 'Appearance']}, {'Original_Text': 'And a bit grumpy and tired, lethargic and along with that complaining of aches and pains.', 'Code': 'Lethargic and Complaining', 'Topic': 'Symptoms', 'Keywords': ['Symptoms', 'Behavior']}, {'Original_Text': 'And generally not wanting to do anything that they normally want to do', 'Code': 'Decrease in Activity', 'Topic': 'Symptoms', 'Keywords': ['Symptoms', 'Activity']}]"
0,ts9_0,"Now so we can get started by doing a kind of a consent process. So I'm going to read you a series of statements and I'll just have you Say yes, I agree to them, or no, I don't.","Alright, Okay.","[{'Original_Text': ""Now so we can get started by doing a kind of a consent process. So I'm going to read you a series of statements and I'll just have you Say yes, I agree to them, or no, I don't. "", 'Code': 'Purpose and Consent process', 'Topic': 'Beginning of Interview', 'Keywords': ['Consent', 'Statement']}]"
1,ts9_1,"Alright, so the first statement is I confirm that I have read the information sheet for this study. I've had the opportunity to consider the information asked questions and have had these questions answered satisfactorily.",Yeah I agree,"[{'Original_Text': 'Interviewer: Alright, so the first statement is I confirm that I have read the information sheet for this study.', 'Code': 'Confirming the statement', 'Topic': 'Consent Information', 'Keywords': ['Informational Sheet', 'Consent', 'Confirm']}, {'Original_Text': ""I've had the opportunity to consider the information asked questions and have had these questions answered satisfactorily"", 'Code': 'Considering the Informational sheet', 'Topic': 'Consent Information', 'Keywords': ['Consider', 'Informational Sheet', 'Confirm']}, {'Original_Text': 'Answer: Yeah I agree', 'Code': 'Agreement with the statement', 'Topic': 'Consent', 'Keywords': ['Agree', 'Confirmation']}]"
2,ts9_2,"I understand that my participation is voluntary, and that I am free to withdraw at any time without giving any reason. I also understand that I can decline to answer any questions during the interview.",I agree.,"[{'Original_Text': 'I agree.', 'Code': 'Agreement to Participate', 'Topic': 'Agreement', 'Keywords': ['Interview', 'Participation']}]"
3,ts9_3,I understand the information collected during my interview may be looked at by other researchers from Newcastle University who are working on or assisting with this study. I give permission for these individuals to have access to this information.,I agree,"[{'Original_Text': 'I agree.', 'Code': 'Agreement with Access', 'Topic': 'Permissions', 'Keywords': ['Permission', 'Privacy']}]"
6,ts9_6,"I understand that direct quotations may be taken from what I say and use in research or publications, but I will not be identifiable from these quotations.",I agree.,"[{'Original_Text': 'I understand that direct quotations may be taken from what I say and use in research or publications, but I will not be identifiable from these quotations.', 'Code': 'Informant Knowledge of Research Method', 'Topic': 'Ethics', 'Keywords': ['Quotations', 'Research']}, {'Original_Text': 'I agree.', 'Code': 'Consent from Participant Given', 'Topic': 'Ethics', 'Keywords': ['Consent', 'Participant']}]"
9,ts9_9,Excellent. Yep. I can do that. So that'll be in August of this year once the project is completed. And I can also mail you a hard copy of all the study documents if you'd like. Or if you prefer email that's fine too.,Email is fine,"[{'Original_Text': 'Email is fine', 'Code': 'Email Preferred', 'Topic': 'Contact Preference', 'Keywords': ['Email', 'Contact']}]"
10,ts9_10,"Alright, Excellent. So thank you very much for that. That's all that out of the way. So you have four children. Is that right?","Yeah, I've got four.","[{'Original_Text': ""Yeah, I've got four."", 'Code': 'Four Children', 'Topic': 'Number of Children', 'Keywords': ['Children', 'Count']}]"
18,ts9_18,"Yeah, absolutely. So have any of your children ever gotten the flu before? Do you know anyone whose children have gotten the flu?","Uh no, I don't know of anyone’s children. Certainly not any of mine.","[{'Original_Text': ""I don't know of anyone’s children."", 'Code': 'No Other Child Knowledge', 'Topic': 'Social Knowledge', 'Keywords': ['Other Children', 'Flu History']}]"
19,ts9_19,"Yeah. Um, so if you want to learn more about a sickness, like the flu, where would you go to get that information as far as like symptoms treatment options, you know, any thing.","Me personally I'd probably go to the NHS website which obviously in the UK is the authority. But then there are others the CDC in America website has details, the WHO has quite a lot of information on there as well just as a general list of what the symptoms around the world are.","[{'Original_Text': ""Me personally I'd probably go to the NHS website..."", 'Code': 'NHS Website as Main Source of Information', 'Topic': 'Information Sources', 'Keywords': ['NHS Website', 'Primary Source']}, {'Original_Text': ""I'd go to the NHS website which obviously in the UK is the authority ..."", 'Code': 'NHS Authority', 'Topic': 'Info Source Credibility', 'Keywords': ['NHS Website', 'Credibility']}, {'Original_Text': 'There are others the CDC in America website has details the WHO has quite a lot of information on there ..', 'Code': 'International Health Organizations', 'Topic': 'Info Source Credibility', 'Keywords': ['CDC', 'WHO', 'Credibility']}]"
20,ts9_20,Yeah. So you would start with the NHS but then kind of move on to some of those other like health authority kind of websites.,"Yeah, I like to try, rather than just having a single approach to have a more general, sometimes some of the smaller symptoms may not always be listed on one website, they just kind of get buried.","[{'Original_Text': 'Yeah, I like to try', 'Code': 'Look to Multiple Sources', 'Topic': 'Information Sources', 'Keywords': ['Website', 'Sources']}, {'Original_Text': 'Sometimes some of the smaller symptoms may not always be listed on one website', 'Code': 'Symptoms may Vary', 'Topic': 'Symptoms', 'Keywords': ['Symptoms', 'Severity']}]"
22,ts9_22,"Oh okay, was it because you were ill?","Yeah, yeah, I had the flu.","[{'Original_Text': 'Yeah, yeah, I had the flu.', 'Code': 'Illness Encountered', 'Topic': 'Illness Encountered', 'Keywords': ['Enounter', 'Illness']}]"
24,ts9_24,"Yeah, absolutely. So the, it seems like the main benefit for you. It would just be, you know, that way the kids can't get sick right?","Yeah, yeah, yeah, pretty straightforward.","[{'Original_Text': 'Yeah, yeah, yeah, pretty straightforward.', 'Code': 'Avoid Sickness', 'Topic': ""Child's Health"", 'Keywords': ['Health', 'Avoid']}, {'Original_Text': ""Because they're not old enough to have vaccinations yet."", 'Code': 'Under Vaccination Age', 'Topic': ""Child's Health"", 'Keywords': ['Vaccination', 'Age']}]"
27,ts9_27,"Okay, so you'd actually look for the the vaccine manufacturers information about that it?","Yeah, yeah.","[{'Original_Text': 'Yeah, yeah', 'Code': 'Yes', 'Topic': 'Vaccine Availability', 'Keywords': ['Yes']}, {'Original_Text': 'Yeah, yeah', 'Code': 'Yes', 'Topic': 'Parental Trust', 'Keywords': ['Yes']}]"
29,ts9_29,"Yeah, in like the autumn of 2019.",Yeah.,"[{'Original_Text': 'Yeah.', 'Code': 'No', 'Topic': 'No', 'Keywords': ['No']}]"
30,ts9_30,"Yeah. And did you when they got the vaccine. Did you talk to their GP or like any, you know, nurses, about the vaccine at that time, or did you not have any--","I personally was at sea, so it was my wife that took them for it.","[{'Original_Text': 'I personally was at sea, so it was my wife that took them for it.', 'Code': 'At Sea, Wife Took Care of Vaccination', 'Topic': 'Partner Role', 'Keywords': ['At Sea', 'Vaccine', 'Role']}]"
